Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
CORRUPTION_KE,@shibwec,"@KenyaPower @KenyaPower it's been weeks since power went off in nguvuli area of malava, what's happening????? What kind of incompetence is this ????",14-Mar-22,,,,https://x.com/shibwec,https://x.com/shibwec
Mwende Muema,@mwende730,"@KenyaPower no power in nyali, twiga road, its hectic with a sick child",13-Mar-22,,,,https://x.com/mwende730,https://x.com/mwende730
Murray E Thee®,@chris_kirubae,@KenyaPower Oya watu wa power lakini si wa power mbona hakuna stima Mikindani estate in Mombasa,8-Feb-22,,,,https://x.com/chris_kirubae,https://x.com/chris_kirubae
gacheru muriithi,@gashcash,a/c 54402194184 we've had no power since jana 8pm... I know you people are negligent and lazy so ebu suprise us leo,25-Jan-22,,,1,https://x.com/gashcash,https://x.com/gashcash
Riz Khan,@rizkhan087,@KenyaPower @KenyaPower_Care no power in some areas in malindi..called customer care and she told me that there was power rationing..asked her to elaborate what she meant by that and she got totally clueless..is that something new we need to know?,16-Feb-22,,,1,https://x.com/rizkhan087,https://x.com/rizkhan087
Dominico,@DmoffaMutonga,@KenyaPower @KenyaPower_Care Valley View estate Mulolongo no power,26-Jan-22,1,,1,https://x.com/DmoffaMutonga,https://x.com/DmoffaMutonga
Ani,@_FreeSpiritSoul,@KenyaPower why is there no power in the estates along Wanyee Road? Suna Estate to be specific?,15-Feb-22,,,,https://x.com/_FreeSpiritSoul,https://x.com/_FreeSpiritSoul
walter machio,@waltermachio,@KenyaPower @KenyaPower_Care  been three days since Friday with No power Lower Finance Mwihoko 46 area @_MonicaJuma,20-Feb-22,,,1,https://x.com/waltermachio,https://x.com/waltermachio
Stanslaus Semele,@stanslaussemele,"No power in Kakamega since yesterday evening, what's the issue Bana?
14228917754",12-Feb-22,,,,https://x.com/stanslaussemele,https://x.com/stanslaussemele
Marwada,@marwadaDevoid,@KenyaPower seriously no power in Miritini estate mombasa,15-Feb-22,,,1,https://x.com/marwadaDevoid,https://x.com/marwadaDevoid
Gershmer Charles,@GershmerC,"@KenyaPower Dear Kenya Power Care,

If at all I am buying tokens either using my phone,why not credit my meter account automatically?Same way we deposit cash on M-pesa and we have the balance credited there and then.Why send me TWENTY digits to go feed my metre?Upgrade!!!",17-Feb-22,,,1,https://x.com/GershmerC,https://x.com/GershmerC
Lord Dave,@DaveKengabi,@KenyaPower @KenyaPower_Care this is the 4th month with a power outage around Geeta Primary School in Bomachoge Borabu Constituency Kisii County. Please solve the problem coz we are Kenyans who pay taxes and deserve better.,8-Feb-22,36,28,2,https://x.com/DaveKengabi,https://x.com/DaveKengabi
Akikic Nguni,@Akikic,@KenyaPower you have switched off power in the whole of kamakis 5hrs before the scheduled time!!! Like surely!!!!,17-Feb-22,,,,https://x.com/Akikic,https://x.com/Akikic
theCZar,@kheller_ke,Power blackout for the last two days in uthiru 87 @kenyapower please assist,22-Jan-22,,,,https://x.com/kheller_ke,https://x.com/kheller_ke
no longer @ ease,@ngatuni_douglas,"@KenyaPower hi one of main supply line burned out yesterday and and is just hanging on the road. This is causing unstable power in the neighborhood. Kindly attend to it with some urgency. Mlolongo
54600244641",18-Feb-22,,,1,https://x.com/ngatuni_douglas,https://x.com/ngatuni_douglas
Nyarboro,@Nyarboro1,@KenyaPower _care what is wrong with you guys; power cuts every hour since yesterday! Honeysuckle E/South.,18-Feb-22,,,,https://x.com/Nyarboro1,https://x.com/Nyarboro1
Willy,@mwilliam18,"@KenyaPower We have no power in mbotela since yesterday please help, account number 61779486.
@KenyaPower_Care",15-Feb-22,,,1,https://x.com/mwilliam18,https://x.com/mwilliam18
Officialfoxfredito,@Officialfoxfred,Wasn't the power supposed to be back by 5:00pm we still have no power here at Buruburu,26-Jan-22,1,,1,https://x.com/Officialfoxfred,https://x.com/Officialfoxfred
Marwada,@marwadaDevoid,@KenyaPower seriously no power in Miritini estate mombasa,15-Feb-22,,,1,https://x.com/marwadaDevoid,https://x.com/marwadaDevoid
Gershmer Charles,@GershmerC,"@KenyaPower Dear Kenya Power Care,

If at all I am buying tokens either using my phone,why not credit my meter account automatically?Same way we deposit cash on M-pesa and we have the balance credited there and then.Why send me TWENTY digits to go feed my metre?Upgrade!!!",17-Feb-22,,,1,https://x.com/GershmerC,https://x.com/GershmerC
Lord Dave,@DaveKengabi,@KenyaPower @KenyaPower_Care this is the 4th month with a power outage around Geeta Primary School in Bomachoge Borabu Constituency Kisii County. Please solve the problem coz we are Kenyans who pay taxes and deserve better.,8-Feb-22,36,28,2,https://x.com/DaveKengabi,https://x.com/DaveKengabi
Akikic Nguni,@Akikic,@KenyaPower you have switched off power in the whole of kamakis 5hrs before the scheduled time!!! Like surely!!!!,17-Feb-22,,,,https://x.com/Akikic,https://x.com/Akikic
theCZar,@kheller_ke,Power blackout for the last two days in uthiru 87 @kenyapower please assist,22-Jan-22,,,,https://x.com/kheller_ke,https://x.com/kheller_ke
no longer @ ease,@ngatuni_douglas,"@KenyaPower hi one of main supply line burned out yesterday and and is just hanging on the road. This is causing unstable power in the neighborhood. Kindly attend to it with some urgency. Mlolongo
54600244641",18-Feb-22,,,1,https://x.com/ngatuni_douglas,https://x.com/ngatuni_douglas
Nyarboro,@Nyarboro1,@KenyaPower _care what is wrong with you guys; power cuts every hour since yesterday! Honeysuckle E/South.,18-Feb-22,,,,https://x.com/Nyarboro1,https://x.com/Nyarboro1
Willy,@mwilliam18,"@KenyaPower We have no power in mbotela since yesterday please help, account number 61779486.
@KenyaPower_Care",15-Feb-22,,,1,https://x.com/mwilliam18,https://x.com/mwilliam18
Officialfoxfredito,@Officialfoxfred,Wasn't the power supposed to be back by 5:00pm we still have no power here at Buruburu,26-Jan-22,1,,1,https://x.com/Officialfoxfred,https://x.com/Officialfoxfred
*fred*,@fredygito,LoL umoja hakuna power,26-Jan-22,,,1,https://x.com/fredygito,https://x.com/fredygito
Easy Find Tech,@easyfindke,How can we komesha uhalifu while your house is full of liars and thieves? 2 days without power and all we get is false promises and lie after lie. Jikomesheni kwanza.,7-Feb-22,,,1,https://x.com/easyfindke,https://x.com/easyfindke
Kipleting Tanui,@Titus_Kiplee,@KenyaPower it's almost three days part of Mlolongo have no power @KenyaPower_Care  what happening?,4-Feb-22,,,1,https://x.com/Titus_Kiplee,https://x.com/Titus_Kiplee
Meja blue,@daniel_Njoroo,@KenyaPower @KenyaPower_Care power outage since 12 midday today. Acc: 54500162158. Kindly deal,5-Feb-22,,,2,https://x.com/daniel_Njoroo,https://x.com/daniel_Njoroo
Яιтcнιɛ,@RealRitchie_254,"@KenyaPower & @KenyaPower_Care waol gi uwi.
The line 37124925878 is powerless, we're in the dark & you know it.

Give us power & light back.",19-Jan-22,,,,https://x.com/RealRitchie_254,https://x.com/RealRitchie_254
ericthediplomat,@ericthediplomat,"@KenyaPower @KenyaPower_Care
No lights in Ruiru Membley area since 4pm. What measures are you doing to deal with this?a power outage again. Meter number 33707357.@KenyaPower @KenyaPower_Care around Ruiru Peak Region, lights are off",14-Jan-22,,,2,https://x.com/ericthediplomat,https://x.com/ericthediplomat
Mfalme cHenYe,@chenye_ngome,"@KenyaPower @KenyaPower_Care 
We've not had power since mid morning till now. That is in kasarani area-hunters and sunton to be specific.",14-Jan-22,,,1,https://x.com/chenye_ngome,https://x.com/chenye_ngome
M-barak,@bezboulah,@KenyaPower most useless company in Kenya...2nd day without power...,12-Jan-22,,,,https://x.com/bezboulah,https://x.com/bezboulah
Victor Esendi,@Esendivictor,@KenyaPower @KenyaPower_Care we experience overload here constantly -14107201221.  Please install a transformer in this area to avert constant low voltage and power blackouts. This has messed our electronics and lights.,13-Jan-22,,,1,https://x.com/Esendivictor,https://x.com/Esendivictor
jishlagat,@jishlagat,@KenyaPower power out as usual 37171433982.,17-Jan-22,,,,https://x.com/jishlagat,https://x.com/jishlagat
Koikai Diaries,@koikaidiaries,"Power blackout in roysambu for the last 6 hours , what is it @KenyaPower @KenyaPower_Care",15-Jan-22,1,,1,https://x.com/koikaidiaries,https://x.com/koikaidiaries
Timothy Mamboleo,@TimMambo,@KenyaPower restor our power and fix your power line bloody shit,19-Jan-22,,,,https://x.com/TimMambo,https://x.com/TimMambo
Albert,@Okiroism1,Why are you people lying I'm in Nairobi umoja area and there is no power.,11-Jan-22,,,,https://x.com/Okiroism1,https://x.com/Okiroism1
Geofrey K. Rono,@rhonog,Can someone confirm if it's true power was restored!!!! since we are still in darkness close to 24hrs. Kajiado County,12-Jan-22,,,1,https://x.com/rhonog,https://x.com/rhonog
ODIEMBO SAM JRN.,@odiembosam,@KenyaPower  there is no power in Syokimau area,12-Jan-22,,,,https://x.com/odiembosam,https://x.com/odiembosam
Nie Dr. Sue,@suegtm,@KenyaPower @KenyaPower_Care no power. Ac 37196126546,15-Jan-22,,,,https://x.com/suegtm,https://x.com/suegtm
Wilfred Obonyo,@willyandago,"Around Nyamavilla Kayole no power now 3 days,when it's come it's dim what is happening?? We have made several reports and nothing is being done,we have kids who depends on light to do their home",18-Jan-22,,,1,https://x.com/willyandago,https://x.com/willyandago
Nie Dr. Sue,@suegtm,@KenyaPower @KenyaPower_Care it's been hours since mfanye ile kitu. Please power us. Ac 37196126546,17-Jan-22,,,,https://x.com/suegtm,https://x.com/suegtm
ODIEMBO SAM JRN.,@odiembosam,@KenyaPower  there is no power in Syokimau area,12-Jan-22,,,,https://x.com/odiembosam,https://x.com/odiembosam
Nie Dr. Sue,@suegtm,@KenyaPower @KenyaPower_Care no power. Ac 37196126546,15-Jan-22,,,,https://x.com/suegtm,https://x.com/suegtm
Wilfred Obonyo,@willyandago,"Around Nyamavilla Kayole no power now 3 days,when it's come it's dim what is happening?? We have made several reports and nothing is being done,we have kids who depends on light to do their home",18-Jan-22,,,1,https://x.com/willyandago,https://x.com/willyandago
Nie Dr. Sue,@suegtm,@KenyaPower @KenyaPower_Care it's been hours since mfanye ile kitu. Please power us. Ac 37196126546,17-Jan-22,,,,https://x.com/suegtm,https://x.com/suegtm
Noureen Thank God,@Nosque,Nope not every one has Power. Still in darkness at Embakasi,11-Jan-22,,1,1,https://x.com/Nosque,https://x.com/Nosque
queen Bosy,@LydiahBosire,Ongatta rongai day two no power we have lost alot,12-Jan-22,9,4,2,https://x.com/LydiahBosire,https://x.com/LydiahBosire
Inimicus Ignorantiae,@LegalEzra,@KenyaPower can't even cause a successful power outage to save such a precious life.,19-Jan-22,,,,https://x.com/LegalEzra,https://x.com/LegalEzra
Pauline  mwangi,@pauline_mwangy,"No power in roysambu from 4pm, please fix this",15-Jan-22,2,,3,https://x.com/pauline_mwangy,https://x.com/pauline_mwangy
Dereq_1,@Deque_devour,@KenyaPower @KenyaPower_Care yesterday I reported a power blackout kwa DM na mkaniignore. I'm back in your faces again. Perennial blackouts as if we're don't pay for your services which we're entitled to. Action has to be taken ASAP,18-Jan-22,,,1,https://x.com/Deque_devour,https://x.com/Deque_devour
DAN OTIENO OWALLA,@DAN80OWALA,No power in tena,11-Jan-22,,,,https://x.com/DAN80OWALA,https://x.com/DAN80OWALA
Winnie Lubembe,@lubembe_winnie,@KenyaPower @KenyaPower_Care but why? Another power outage in Ruaka from last evening....,28-Dec-21,6,3,1,https://x.com/lubembe_winnie,https://x.com/lubembe_winnie
"Dr. Fred Matiang'i, EGH, HSC",@Matiangi_Fred1,"@KenyaPower what's the main issue with power at our area??
Clearly, 3weeks without ELECTRICITY is now NOT UNDERSTANDABLE 
@KenyaPower_Care",29-Dec-21,,,1,https://x.com/Matiangi_Fred1,https://x.com/Matiangi_Fred1
Val,@chelseaBeastt,"Politicians busy fighting for power and then there is you who gat all the Powers ,Kenya Power",11-Jan-22,4,,1,https://x.com/chelseaBeastt,https://x.com/chelseaBeastt
Kaingu,@thebosskaingu,Power has not been restored in South Nyanza (Kisii) as you have indicated in the memo.,11-Jan-22,1,,1,https://x.com/thebosskaingu,https://x.com/thebosskaingu
Jogoo wa Mjini,@City_Cock,Mnatudharau sisi wa Remaining regions...ama uanataka tutumie power ya knowledge... because knowledge is power,11-Jan-22,,,1,https://x.com/City_Cock,https://x.com/City_Cock
Akisa Limited,@AkisaLimited_,@KenyaPower says it’s working on power outage experienced in some parts of the country. https://citizenwitness.co.ke/index.php/2022/01/07/kplc-says-its-working-on-power-outage-experienced-in-some-parts-of-the-country/…,7-Jan-22,1,,,https://x.com/AkisaLimited_,https://x.com/AkisaLimited_
Ranaso,@OfficialRanaso,But imezidi kama kidonda ya msomali! nkt ...Yani kilasiku power outrage! So kesho tuta ambiwa nini tena?,11-Jan-22,,,,https://x.com/OfficialRanaso,https://x.com/OfficialRanaso
Fundi wa Gypsum,@gichuhi_josep,You mean One or two towers collapsing and there is Total blackout in Nairobi and outskirts Counties. How many power transmission does KPLC have? I thought if one fail there must be another transmission line. It's what developed nations does.,11-Jan-22,32,1,9,https://x.com/gichuhi_josep,https://x.com/gichuhi_josep
Eric,@ricomungai,"@KenyaPower @KenyaPower_Care its been more than 24hrs with no power in Kitengela area , whats happening? All my food in my fridge has gone bad. This shouldn’t be happening. People are making losses. You should be sued for compensation of this losses",11-Jan-22,,,1,https://x.com/ricomungai,https://x.com/ricomungai
JK,@JKMuindi,This sounds like sabotage. You have never taken your work seriously neither do you realise the critical aspect power plays in our economy. Kenyans must go solar.,11-Jan-22,11,,1,https://x.com/JKMuindi,https://x.com/JKMuindi
Odidi Waru,@wickywix,No power in Ruaka.. What is the problem and when will it be resolved??,28-Dec-21,1,,1,https://x.com/wickywix,https://x.com/wickywix
Walter Son of the Most High,@Realtor254,"We are experiencing power blackout near kiamumbi police station, Kamiti road since 7pm.",10-Jan-22,,,1,https://x.com/Realtor254,https://x.com/Realtor254
Jose ngash,@Josengash6,Please confirm if there is an with power supply since most parts of Nairobi has a power outage,10-Jan-22,,,,https://x.com/Josengash6,https://x.com/Josengash6
Bec Key.,@bec_key07,"@KenyaPower & @KenyaPower_Care , please keep the 15% and restore power!",10-Jan-22,,,,https://x.com/bec_key07,https://x.com/bec_key07
JaGaza,@Mabinjuan,There's no power in the whole of Siaya county. Kwani mmekula transformers,10-Jan-22,3,1,,https://x.com/Mabinjuan,https://x.com/Mabinjuan
ᴢɪᴘᴘᴇʀ ᴍ.,@ZipperPaul,Kiambu should be among top 2 places to restore power. Nitawafunza kazi sasa?,11-Jan-22,17,1,3,https://x.com/ZipperPaul,https://x.com/ZipperPaul
Smarter Mobility Africa,@smaforall,"@KenyaPower is expected to set the electric car charging points along major highways, parking lots, and malls with its workshops being hubs for after-sale services.

Read this article: Kenya Power plans electric car charging stations in malls, highways

…https://www-businessdailyafrica-com.cdn.ampproject.org/c/s/www.businessdailyafrica.com/bd/corporate/companies/kenya-power-plan-for-electric-vehicle-charging-stations-3642488?view=htmlamp…",5-Jan-22,,,,https://x.com/smaforall,https://x.com/smaforall
moi,@iNduati,@KenyaPower How is my Dec power bill over 8k yet we were away from home for half the month? It's even higher than November. Daylight robbery!,6-Jan-22,1,,,https://x.com/iNduati,https://x.com/iNduati
Erick Anthony,@OtiendeErick,But I'm in Nairobi yet the power is not yet back,11-Jan-22,6,,1,https://x.com/OtiendeErick,https://x.com/OtiendeErick
☬SKUSHIE༒࿐,@thee_skushie,Na simu iko 2%bana Kenya power fix that thing teke joh tunatesekanakula Jaba na sauti za nzi no music,11-Jan-22,1,,,https://x.com/thee_skushie,https://x.com/thee_skushie
Melakah Nuryn,@HassantheHazard,Hello we lost power at our village  no response  yet,20-Dec-21,,,1,https://x.com/HassantheHazard,https://x.com/HassantheHazard
