Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
kennedy gachihi,@kengache,@KenyaPower_Care on ref: 10964696 this is what your technical team did on our transformer. They disconnected the 2 circled points snd left. We have not had power for 24hrs now,Apr 7,,,1,,
kennedy gachihi,@kengache,@KenyaPower_Care What's the status of ref: 10964696? It's over 24hrs now without power and not in ushago - right next to the super highway! Isn't it malicious for your technical team to disconnect things on our transformer then disappear? Kindly sort this out,Apr 7,,,1,,
Eric Omoga,@eric_rinchez,"Hello. How can kplc staff disconnect a transformer which is working and disappear? It's now two days without power leading to loss of business. Tassia, Baraka area acc 37176311530",Apr 7,,,1,,
kennedy gachihi,@kengache,Your technical team came yesterday morning and actually disconnected some things on one transformer then started leaving. I called them and they said they were going to check another transformer then they would be back. They never came back!  Is that what they should be doing?,Apr 7,,,,,
Apenji,@apenji_88,@KenyaPower_Care @kenya power customer care there is a transformer in baraka estate nakuru having broken down,Apr 7,,,1,,
Apenji,@apenji_88,@KenyaPower_Care there is an issue with a transformer in baraka estate nakuru  please attend to us thanks,Apr 7,,,1,,
Okoth Ronald,@OkothRonald,"Hello. How can kplc staff disconnect a transformer in the name of pole replacement and disappear? It's now three days without power leading to loss of business. Awendo, SARE transformer?",Apr 7,,,1,,
Claire maina,@Clairemaina4,"@KenyaPower_Care stima zmerudi whole of bamburi expect pandya and kwa rasta,wacheni ushoga bana,kwani we qre not paying bills like other people. This is fucking bulkshit ,how many times to I have to complain",April 7,,,1,,
PK,@pankajkakawat,"Since 6 am today no power. How much maintenance will be carried out ? Is it for 24 hours or more? Why every week, every 2nd day we have to face power cuts ? Despite all those power cuts no relief in fat bills. Paying high bills & getting disappointment in terms of service.",April 7,1,,1,,
Claire maina,@Clairemaina4,"@KenyaPower_Care stima zmerudi whole of bamburi expect pandya and kwa rasta,wacheni ushoga bana,kwani we qre not paying bills like other people. This is fucking bulkshit ,how many times to I have to complain",April 7,,,1,,
PK,@pankajkakawat,"Since 6 am today no power. How much maintenance will be carried out ? Is it for 24 hours or more? Why every week, every 2nd day we have to face power cuts ? Despite all those power cuts no relief in fat bills. Paying high bills & getting disappointment in terms of service.",April 7,1,,1,,
PK,@pankajkakawat,"Since 6 am today no power. How much maintenance will be carried out ? Is it for 24 hours or more? Why every week, every 2nd day we have to face power cuts ? Despite all those power cuts no relief in fat bills. Paying high bills & getting disappointment in terms of service.",April 7,1,,1,,
Governor Ng@sh,@governor_ngash,Hi good evening in this area meter number 040013030625 one hour ago we heard a transformer explosion near this area...we are having production in the factory with that meter number and we have no power kindly assist,Apr 6,1,,1,,
WangaiM,@WMwaniki,@KenyaPower_Care transformer flickering causing low voltage in Thindigua,Apr 6,,,1,,
kennedy gachihi,@kengache,"We've had no power since 9am today. Your technical team came in the morning, messed with the transformer and went away. The reference no. Is 10964696",Apr 6,,,1,,
Kenya Power,@KenyaPower_Care,The transformer serving you is faulty. Replacement process is being followed up.,Apr 6,17,,12,,
Queenkomish,@Queenkomish1,"@KenyaPower_Care @Hon_Kawaya
We need your assistance at Kabaa Ngoluni. Several new homes have come up but they are still being connected to the old a small transformer resulting in power flactuating every evening during peak time",Apr 6,,3,,,
Morgan,@Morgan675349391,"Niko KARI MUGUGA (Soweto) KIKUYU just behind St Charles Lwanga Catholic church,What do your men do siku za Maintance,ati wanataka Hongo ndo waFix Transformer, that's BS btw COME Disconnect starring a month now bila stima just come DISCONNECT",Apr 6,,,1,,
Yussuf Dayib,@ydan100,"@KenyaPower_Care second day of power black out at donholm phase 8. Faulty transformer #exploded Acc. 14107303852
@Cofek_Africa @KenyasOmbudsman",Apr 6,,,2,,
WangaiM,@WMwaniki,@KenyaPower_Care transformer flickering causing low voltage in Thindigua,Apr 6,,,1,,
kennedy gachihi,@kengache,"We've had no power since 9am today. Your technical team came in the morning, messed with the transformer and went away. The reference no. Is 10964696",Apr 6,,,1,,
Kenya Power,@KenyaPower_Care,The transformer serving you is faulty. Replacement process is being followed up.,Apr 6,17,,12,,
Queenkomish,@Queenkomish1,"@KenyaPower_Care @Hon_Kawaya
We need your assistance at Kabaa Ngoluni. Several new homes have come up but they are still being connected to the old a small transformer resulting in power flactuating every evening during peak time",Apr 6,,3,,,
Morgan,@Morgan675349391,"Niko KARI MUGUGA (Soweto) KIKUYU just behind St Charles Lwanga Catholic church,What do your men do siku za Maintance,ati wanataka Hongo ndo waFix Transformer, that's BS btw COME Disconnect starring a month now bila stima just come DISCONNECT",Apr 6,,,1,,
Yussuf Dayib,@ydan100,"@KenyaPower_Care second day of power black out at donholm phase 8. Faulty transformer #exploded Acc. 14107303852
@Cofek_Africa @KenyasOmbudsman",Apr 6,,,2,,
HERMANN - Benel Afrika,@benel_afrika,@KenyaPower_Care Good Afternoon. It's going to 24 hours since your technicians were to come replace just ONE burnt fuse on a transformer! Ref #10960141 affecting account #22170818565 in South C Nairobi. Is there any likelihood of this matter being resolved today?,Apr 6,,,2,,
Robert Mukirae,@RMukirae,"Account No.35121789. Mununga village, Githiga Location, Githunguri sub-county, Kiambu County. Low power voltage. Fridges, microwaves and water pumps inoperable. Problem could be the communal transformer. Could Githunguri office rectify the issue.",Apr 6,,,2,,
Petronilla Mutuku,@MutukuPetmu2002,We have been in darkness for 2 weeks now..the kplc team took the transformer..juja road Road near total karambee,Apr 6,,,,,
Sagar Jhankharia,@sagz1512,@KenyaPower_Care AC 39982469 3rd parklands no power. What is the issue with the frequent power outages?? Can't you put more transformer for the new buildings being constructed? We suffer because of them!!,Apr 6,,,3,,
Wambui Kariba,@neemakariba,@KenyaPower_Care Hello @kenyapowercare No lights along Ojijo road parklands. Transformer blown. Meter no. 54500747297. Kindly assist urgently,Apr 6,,,2,,
lancashire..,@lancashirepw,No power in Juja around Gatundu road. A transformer blew at night during the rains. Address the issue,Apr 6,,,1,,
Mark Miller,@markmundu,@KenyaPower_Care kindly fix your transformer in kirenga market we had issues on different lines for weeks now over a week with no lights account number 37168745323 phone number in dm,Apr 6,,,2,,
Paul Wesaya,@pwesaya,Thanks for your response. The transformer remains disconnected since 23rd March 2024. No Kenya Power staff has visited the scene. The transformer was working perfectly before disconnection. Attached is the picture of the transformer in its current state. Booking Ref: 10922518.,Apr 6,,,4,,
Mark Miller,@markmundu,@KenyaPower_Care hey over three weeks without any reply... kindly fix the transformer in kirenga market check your inbox for phone number,Apr 6,,,2,,
A Njagi CFRE,@AmbroseNjagi,@KenyaPower_Care Kiratina primary school. Transformer has been lying down without any action from your Ruiru office,Apr 6,,1,,,
Simon Nganga,@Nganga_Simon,"@KenyaPower_Care This transformer in Ndioni, Limuru was vandalized a few days ago. KPLC Limuru claims that they do not have replacements in store and cannot even provide a way forward.  Meaning it might be weeks before we have power. Can someone at KPLC please assist?",Apr 6,1,,1,,
Rafael,@Mwau003,My post paid bill reads ksh.69 when I check the bill online and then reads ksh.115 from the KPLC prepared statement...Any clarity on this??,April 6,,,1,,
Rafael,@Mwau003,My post paid bill reads ksh.69 when I check the bill online and then reads ksh.115 from the KPLC prepared statement...Any clarity on this??,April 6,,,1,,
Rafael,@Mwau003,My post paid bill reads ksh.69 when I check the bill online and then reads ksh.115 from the KPLC prepared statement...Any clarity on this??,April 6,,,1,,
Chowio@goddychowio,@goddyalice3,"Come and take your useless transformer in Siaya, North Gem, Lundha and put it in a museum. It has not worked for the past 6months and you don't care.",Apr 5,,,,,
mohamed aden,@mohamed85875181,"Great pple good job kindly replace faukty transformers urgenty when reported.We need Brand New transformers,Airbase ward Easleigh,Nbi,also ensure outages dont occur with rains",Apr 5,,,1,,
Hamenjild Ojiambo,@HamenjildO,"It's the transformer of siamungu market that has a problem...KPLC took it away promising to install a new one asap but it has been a whole past week hitherto ,if this can be fixed soonest, we will appreciate",Apr 5,,,1,,
Paul Wesaya,@pwesaya,@KenyaPower_Care ref: 10922518 booked on 28th March for the power disconnected from the transformer on 23rd March yet to be effected. Why plunge the whole village in darkness? How long should the villagers suffer for reconnection that takes less than 10 minutes?,Apr 5,,,1,,
MUGO ™,@m_mugo88,"But there's no works ongoing in ensuring the transformer is replaced, three weeks is a long period to stay without power.",Apr 5,,,1,,
Veron,@Veron64782666,"@KenyaPower_Care what's the problem with KPLC. Mkenya anakaa Kwa Giza one week yet we pay tax!! Imagine now it's almost a week, Zimmerman Carwash tuko Kwa Giza, adi mlikujia transformer zenu and you're comfortable with it. Meter number 14468864290. Some business are stranded.",Apr 5,,,3,,
Don King,@ThisMista,"@KenyaPower_Care Your team came and took  a transformer two weeks ago.
Can you expedite the restoration of power.
Acc 24112153",Apr 5,,,3,,
The Most High,@TwylerWycliff,@KenyaPower_Care  There's no power in a section of Gitaru market after a transformer blew out 2days ago.,Apr 5,,,2,,
☆☆Nyambura☆☆,@nyarmbs,Hallo. There's a faulty transformer near Gikuni secondary school Nyathuna ward in kabete constituency. Some homes served by that transformer haven't had power for almost a month now. KP staff keep promising to repair and never do. A whole month! 37182533531 one account affected.,Apr 5,,1,3,,
Olande,@brian_olande,"@KenyaPower_Care the moment your token system fails , you need to also block all vending avenues. I can't transfer money via pay bill successfully and not get tokens for hours. #classAction will wake you guys up one day. @KenyaPower",April 5,1,,2,,
Olande,@brian_olande,"@KenyaPower_Care the moment your token system fails , you need to also block all vending avenues. I can't transfer money via pay bill successfully and not get tokens for hours. #classAction will wake you guys up one day. @KenyaPower",April 5,1,,2,,
𝕵𝖆 𝕾𝖔𝖚𝖙𝖍,@Ritchie_Majesty,@KenyaPower_Care & @KenyaPower please tell us how to be in the light again when your pay bill is not working!?,April 5,,,1,,
Kenyan,@justmeactivist,"@KenyaPower_Care So,  since Tuesday I requested for copy bill via email and nothing yet.  What could be the problem",April 5,,,1,,
Riaz Gilani,@RiazGilani,"@KenyaPower_Care we are now in the era of itax and etims and so on. What is the procedure for getting a KRA compliant bill from you guys for my company? Should there be an email reminder every month? @KRACare can you please assist with this, it is very unfair.",April 5,2,6,3,,
LWGITAU,@LWGITAU,@KenyaPower_Care @KenyaPower have been asking for a bill adjustment for over 3months now and it just doesn't get done then your engineers come to harass us at home to disconnect a bill that I'm willing to pay but you are not facilitating! Mnatakanga aje KPLC???!!!,April 5,,,3,,
Tally Bill,@TallyBill46,I’m still waiting for a reply on why we are experiencing outages everyday in Kericho,April 5,,,3,,
Noel Rotich,@NoelRotich,@KenyaPower_Care Good morning. I have DM requesting for prepaid meter and no response till now after clearing my bill,April 5,,,2,,
Olande,@brian_olande,"@KenyaPower_Care the moment your token system fails , you need to also block all vending avenues. I can't transfer money via pay bill successfully and not get tokens for hours. #classAction will wake you guys up one day. @KenyaPower",April 5,1,,2,,
𝕵𝖆 𝕾𝖔𝖚𝖙𝖍,@Ritchie_Majesty,@KenyaPower_Care & @KenyaPower please tell us how to be in the light again when your pay bill is not working!?,April 5,,,1,,
Kenyan,@justmeactivist,"@KenyaPower_Care So,  since Tuesday I requested for copy bill via email and nothing yet.  What could be the problem",April 5,,,1,,
Riaz Gilani,@RiazGilani,"@KenyaPower_Care we are now in the era of itax and etims and so on. What is the procedure for getting a KRA compliant bill from you guys for my company? Should there be an email reminder every month? @KRACare can you please assist with this, it is very unfair.",April 5,2,6,3,,
LWGITAU,@LWGITAU,@KenyaPower_Care @KenyaPower have been asking for a bill adjustment for over 3months now and it just doesn't get done then your engineers come to harass us at home to disconnect a bill that I'm willing to pay but you are not facilitating! Mnatakanga aje KPLC???!!!,April 5,,,3,,
Tally Bill,@TallyBill46,I’m still waiting for a reply on why we are experiencing outages everyday in Kericho,April 5,,,3,,
