Author,Handle,Post,Date,Likes
Purry Kariuki,@KariukiPurry,"Us in kitale Town kibomet area we have no power from Friday last week. We pay our bills promptly and also pay taxes, why don't you render us services we regularly pay???",Feb-09,
LynahCerah,@LynahCerah,@KenyaPower_Care meter number 57100464585 I have paid my power bill and my power is still off kindly assist or check DM.,Feb-09,
Jamoh,@Jamoh_MN,"@KenyaPower_Care 
Hello, 
I have not received my electricity bill for the last couple of months. When I check through *977# it tells me I have zero balance. 
I have visited the KPLC kikuyu office a number of times but they have not acted accordingly.",Feb-09,
Hon. Millie Abudho,@abudhomillie,What is happening kplc I can't get my power bill,Feb-09,
Lionel,@Omondilionel10,@KenyaPower_Care I hope that the problem will be sorted by close of business because it is just no fair for people to spend extra costs for lighting yet they pay their electricity bills,Feb-09,
Kiarie Brian,@kiariekangethe,@KenyaPower_Care its been 48hours since i paid my electricity bill..why hasn't my account been credited,Feb-09,
peterprofowino,@peterprofowino,"@KenyaPower_Care Hello, we are a company called Virtual HR with meter number: 33860139 and we have paid our bill this morning. We are kindly requesting for power re-connection. Your quick response will.highly be appreciated",Feb-09,
TYTN Akatsuki,@BillNyabera,@KenyaPower_Care Juakali in Kitale behind Quickmart has low power since yesterday...please check.,Feb-09,
Eddie,@ed_die0,Please check bill on account 36620504,Feb-09,
Stephen Chege,@Stephen80611069,"Former president uhuru tried shaping you guys but with the return of bottoms up, the jungle charges are back, try explain to me how an unoccupied house gets a bill of 8 k.",Feb-09,
Eddie,@ed_die0,It is paid together with the bill? Also how long does it take to reconnect?,Feb-09,
Miss_Ess,@esther_mlinge,"Hi, I did a mistake while paying for my bill and ended up paying to a different account. Both accounts are mine however the one I mistakenly paid for had already been paid, so its now overpaid. Can the amount be transferred to my other account bill? Please assist.",Feb-09,
Miss_Ess,@esther_mlinge,"Hello, I've just done an overpayment of my monthly bill. Is there a way I can get a refund or rather can the amount be reversed.Kindly help.",Feb-09,
Mr. Nicky,@mabatiguy,"On post paid bill
 Amount Due: 252.42 Ksh 
Latest Bill: 2353 Ksh
 Due Date: 2023-01-27
which one  am i supposed to pay?",Feb-08,
Austin Kaka,@AustinKaka,I have a query in regards to my January bill,Feb-08,
Julius Santos,@santosjulius04,"Don't you have good news for your customers? Every day is maintenance, what do you maintain daily? You could have simply told us  that you will be adjusting the bill upwards.",Feb-08,
@kimkimani,@kimkimani,"Kenya Power sualy  what's wrong with you it's now one in total darkness the whole village and no communication from your side remember we are your customers,assume we haven't paid the bill the whole village,kagia Road inkenol ,kandara  subcounty,your office in kabati is useless",Feb-07,
Mutuma Mathiu,@mutuma_mathiu,"@KenyaPower_Care:

Bill Dated:31-01-2023
Active Meter - Rdg:83553
Prev Rdg:81122
Units:2431 kWh
Cons:Ksh 30,630.60
Fuel Cost & Levies:25,719.09
VAT:7681.78
Adjustments:-0.47
Monthly Bill:Ksh 64,031.00
Prev Bal:Ksh 30,984.72
Total:Ksh 95,015.72
Due Date:14",Feb-07,1
Bernabas Kariuki,@KariukiBernabas,Pliz send me my current bill mtr no 23519137 Emmah Wanini Muiru... Via txt are not working,Feb-07,
Tikani,@tk_naserian,"@KenyaPower_Care @KenyaPower this meter no 28200079 is postpaid, no one checks the meter readings, I'm just slapped with high bills all the time",Feb-07,
Tikani,@tk_naserian,@KenyaPower_Care  @KenyaPower how can my postpaid bill move from 3k to 7k to 11k and now 15k in a span of one and a half years?????,Feb-07,
Daniel,@Daniellewambugu,@KenyaPower_Care how is postpaid smartmeter bills paid via mpesa?,Feb-06,
Keshi,@Keshi_jami,"@KenyaPower_Care I cleared my bill you sent me but I keep getting pop up messages saying am yet to pay ,,,wats up with that",Feb-06,1
KimanI wa MungaI,@NickimMungai,"@KenyaPower_Care 
Have been trying to pay bill for my post paid account via 888888, am getting this msg:-
Transaction failed, M-PESA cannot complete payment of Ksh1,000.00 to KPLC. Organization receiving the payment is unavailable, try again later.
Kindly",Feb-06,
Calvince Oranyo,@OranyoCalvince,Good morning may I know my electricity bill ??,Feb-06,
Victor Obayi,@obayiV,@KenyaPower_Care I can’t pay bill using M-PESA. What is the problem?,Feb-06,
#FreePalestine,@akmbaraka,@KenyaPower_Care what's the prescribed time one can pay for his electricity bill? I have tried paying up this morning but got a response that your account isn't available at the moment and I should wait and try later.,Feb-06,
David Chege,@Dache254,"@KenyaPower_Care Flag this meter,account no 2436820,it was a postpaid meter,i applied for prepaid and returned it in 2018 it has been inactive ever since.Until Jan Fri 4th 2023 I came across this bill that the meter is now http://active.It could be in wro",Feb-05,
Gunge Kirwa,@GungeKirwa,How possible to be given a bill for a month yet the power was disconnected for that one month?,Feb-05,
Victor Bikundo,@victorbikundo,Close to 10 and still no power in Fortsmith. Kwani hamjalipa Uganda bill yao? And your progress is taking longer than promised,Feb-05,
Bill Okumu,@bill_okumu,"You said the power will be back at 5pm now it's 7pm and we are still in darkness. Lower kabete, kingeero. mtr no:22171020567.",Feb-05,
munchking,@munchking12,"I wonder how my fathers' electricity bill affects mine..earlier I was cut off by kplc all because my father's plot had arrears,when I called they claimed ""you share the same surname so you know each other"" .these are the people in charge of helping in the office ""customer care""",Feb-05,
Lemenyi,@kiplangat_00,Is it true the power has gone up by 40% or my caretaker is charging me way more imagine use my electricity for charging phone and light my TV and a bulb but my bills is sky rocketing to 1500 per month is it genuine,Feb-05,1
Sir Fisher,@Eddy_Alara,What I received as my bill for last month isn't looking realistic jameni.  Where/Who should I reach out to to enquire? Pls,Feb-05,
Xtine Gatash,@XGatash,"@KenyaPower_Care  Evening,am a frustrated customer who is not getting help of my faulty postpaid meter that has been giving me inflated bills of above 5k a month for a domestic account of two bedrooms hse...do we still have employees assigned to check on ",Feb-04,
Julius Okuto,@julius_okuto,"The January Bill that costs the December Power consumption while I and my family were away from Nairobi home is Ksh.13,750.04, the February Bill that costs the January Consumption is  Ksh. 580. Kindly but urgently correct this anomaly. I hate scandals.",Feb-04,
Milàn Ocêán,@milan_ocean,@KenyaPower_Care Are the bills being paid ndio tu kae kwa giza kama wanyama this is unfair. You guys are unbelievable kwani mna lipwa kufanya kazi gani changamkeni cause I can't spend another minute kwa giza ama bila stima cause honestly I will go mad!,Feb-04,
Kenyan_Hustle,@fkmuriuki,@KenyaPower_Care How does sort the issue where your officer misreads the units..7923 but reported as 9723. Bill of 40K and my monthly average is less than 1K?,Feb-04,
Mama Nate,@mercykariuki497,This pay bills are not working since yesterday,Feb-04,
m Mutuku,@Mutuku3M,@KenyaPower_Care what's wrong with your pay bill? Am paying for power and it's not going through ?,Feb-04,
jderic,@sir_jderic,"This things was not there even during Moi era, nowadays we get more the 2 blackouts everyday and the bill much higher",Feb-03,
Gerald Nyokangi,@NyokangiGerald,@KenyaPower_Care what's happening nowadays!!Kila saa no power..kwani ni watu hawalipi bills?,Feb-03,
Kejji Owiti,@johnkejji,"Bill is correct i know my arrears the whole buildng haina stima , mbona stima inapotea CBD ??",Feb-03,
Kejji Owiti,@johnkejji,1620390 tumechoka bill mingi,Feb-03,
David Ongera,@DavidOngera,@KenyaPower_Care Good morning. Please explain to me how an average monthly consumption of 150-200 units can jump to 618 units within one month. No extra appliances introduced within the household. Let me know before bill is settled. Thanks,Feb-03,
Kejji Owiti,@johnkejji,@KenyaPower_Care is finishing Kenyans wuuuuuuuwi !!No supply in CBD yet bill inakuja ni kama ndovu !!#wacheni!!,Feb-03,
John Muange,@officialtruff,@KenyaPower_Care @KenyaPower why do you send postpaid bills with backdated meter readings? So uncouth of you! If anyone gets ridiculous bills check with these clowns’ records you being billed for months you already paid.,Feb-03,
Bree,@aumabrenda57,"@KenyaPower_Care how is it that when we make complaints of power outages you guys take your sweet time to get it resolved but when one does not pay their electricity bill, you don't waste even a second to disconnect it? since jana lights ziende mnangoja K",Feb-03,1
Susan Onywera,@SOnywera,@KenyaPower_Care Last week on 23/1/23 I paid my mum's Januanry power bill plus the previous balance which was adding to 1510. Today you have sent me bill worth 17332. How???,Feb-02,
ENRU,@_ENRU,"Bill is correct ?? Enlighten me with maths here. 

A bulb and 24-inch tv that I use less than 3-4 hours daily ... One month, I've used this amount of money KSH 8751. Be realistic..",Feb-02,
David Maina,@davidmaina,"@KenyaPower_Care Hi, account 402446 has not been billed since September last year. Have taken pictures of the meter , send them on email and on whatsApp but still no bill. What could be the problem?",Feb-02,
samson misango,@misangosam,"@KenyaPower_Care @KenyaPower shame on you. You deny us access to our inflated bills for a whole month then come to sadistically disconnect power due to ""late payment"". You make us pay 580 reconnection fee and want us to leave you with the 20 change #Extor",Feb-02,
Lonah Chepkwony,@lonahkossy,@KenyaPower_Care  Help me understand why you dont read meters for months here at eldoret then one day come in and pretend to read and then send a different team to cut the same power off? How exactly should we be laying your bills?,Feb-02,
Andrew Alston,@AndrewLiquid,"Errr the fact that you are asking for him to expound on this makes me seriously wonder.  Since when are meter readers allowed to take cash on behalf of KPLC? Last I checked, KPLC bills had to be paid via proper channels.  Stop the corruption and theft?",Feb-01,
wangari,@beatu2,Please update on this. I have just been forced to pay the bill otherwise I was going to be disconnected,Feb-02,
Zachary Gatarama,@ZGatarama,"Tried to check my bill for December, in early January for settling,  through WhatsApp & *977# in vain. The messages went but no reply, only to get a WhatsApp message of 11,134.25/= from a normal consumption of between 1,800/= to 2,500/= monthly. How possible please?",Feb-02,
Carrie,@germaine_carrie,@KenyaPower_Care I paid for my post paid service bill yesterday night. But why is it still saying I have an amount due. Please assist ASAP,Feb-02,
collins M,@DateacherCollo,"@KenyaPower_Care 
I deposited some money to my account for bill payment but i wasn't updated!
Mpesa transaction:RB14OQWWVO Confirmed. Ksh700.00 sent to KPLC for account 24910824 on 1/2/23 at 8:21 PM ....

Kindly check",Feb-02,
kɪpʀotɪcʜ koromicʜä,@Tapphie,"@KenyaPower_Care 
@KenyaPower 
I overpaid my bill in November to an excess of 400, I didn't pay December because i rarely used electricity during that month, now i have been sent a new bill of 2,500, just for January alone, what's going on really?",Feb-01,
Alfrique III,@Alfrique3,What is the due date for payment for last months's bill? This started last year and has not stopped even if payment is made on time.,Feb-01,1
Alfrique III,@Alfrique3,@KenyaPower_Care why does my bill always have an additional kes 581 added to it every month?,Feb-01,
Dan Kaburu,@KaburuDan,"@KenyaPower_Care after putting these street lights in our estate, they are on day and night. On the other hand, your bills are killing me. I don't understand why all over sudden my power bills have hit the roof. Have spent almost 1K in 4days... Sielewi wh",Feb-01,
Josy,@jorajumz,@KenyaPower_Care Hi. I have not received my bill for account 31649395. Please assist,Feb-01,
