Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Timestamp
Tamara Wanjiku,@TamaraWanjiku,,,,,,https://x.com/TamaraWanjiku,https://x.com/TamaraWanjiku,"@KenyaPower_Care  restored power at 4pm. By 11pm  power was gone.  The team that came today said there's another grp that needs approval to be sent to check the power lines, determine  issue & fix . Approve the required . Tired of reporting power outages multiple times a week",11-May,,,,,
Zozi.Hairs,@zozi_hairs,,,,1.0,,https://x.com/zozi_hairs,https://x.com/zozi_hairs,"Hey KPLC, I'm helpless sasa ... I'm begging you as a single mother, who depends on electricity to work aki, please aki, please restore our power uku Tassia, Kwa Ndege, please aki",10-May,,,,,
Fearless _Ruby,@m_meacy,,,,4.0,,https://x.com/m_meacy,https://x.com/m_meacy,Hi. I've purchased tokens and I'm yet to receive them. What's causing the delay??,10-May,,,,,
Akomu,@AgnesKomu2,,,,1.0,,https://x.com/AgnesKomu2,https://x.com/AgnesKomu2,@KenyaPower_Care our supply is out.Restore. 23072556,10-May,,,,,
mmchuba,@mmuchuba,,,,4.0,,https://x.com/mmuchuba,https://x.com/mmuchuba,@KenyaPower_Care  kindly restore power Ac 37156622245,10-May,,,,,
mmchuba,@mmuchuba,,,,,,https://x.com/mmuchuba,https://x.com/mmuchuba,@KenyaPower  kindly restore power Ac 37156622245,10-May,,,,,
OYANO,@OTIMANMAN,,,,,,https://x.com/OTIMANMAN,https://x.com/OTIMANMAN,"Thank you very much for your concern, the power has been restored.",10-May,,,,,
mmchuba,@mmuchuba,,,,,,https://x.com/mmuchuba,https://x.com/mmuchuba,@KenyaPower  kindly restore power Ac 37156622245,10-May,,,,,
OYANO,@OTIMANMAN,,,,,,https://x.com/OTIMANMAN,https://x.com/OTIMANMAN,"Thank you very much for your concern, the power has been restored.",10-May,,,,,
J m kuria,@enezabusiness,,1.0,,1.0,,https://x.com/enezabusiness,https://x.com/enezabusiness,"@KenyaPower_Care I have tried to call  KPLC for more than 10minutes concerning power outage in our area Gitaru ngumbi reference number 1124291 for 3 days now we don't have power which we have paid token why now  kindly do the needful restore power 
#Linturi,#kuria #miano",10-May,,,,,
Isaac Mwema,@mwema_isaac,,,,,,https://x.com/mwema_isaac,https://x.com/mwema_isaac,@KenyaPower_Care please restore power in our area. Businesses are adversly affected. Check DM.,10-May,,,,,
Idi Amin Dada Oumee,@AminDada25,,,,2.0,,https://x.com/AminDada25,https://x.com/AminDada25,"Kuvasali Village, Kuvasali Health Centre, Kuvasali Police POst, Kuvasali secondary school have not had power since October 2023. How many trees should we ant for you to hear our cry for power to he restored?",10-May,,,,,
Wanjiru Muthoga,@shiruswitsuzie,,,,1.0,,https://x.com/shiruswitsuzie,https://x.com/shiruswitsuzie,"@KenyaPower  3 days and nights without electricity......so sad ths monopoly as such nonsense will kill us.
From the area manager to his pple....stop lies!you either restore power or come pick  your poles!!!! 
We have work to do ...@ Nkoroi- Kanisani road....Neema Court close.",10-May,,,,,
Isaac Mwema,@mwema_isaac,,,,,,https://x.com/mwema_isaac,https://x.com/mwema_isaac,@KenyaPower_Care We haven’t had power for a while. Our area is frequented with blackouts and you guys are slow to respond. Kindly check DM for my details and restore power. Thanks.,10-May,,,,,
uluru walker10,@MatthewsKa26974,,,1.0,,,https://x.com/MatthewsKa26974,https://x.com/MatthewsKa26974,"please restore back lights in amboseli,lavington",10-May,,,,,
uluru walker10,@MatthewsKa26974,,,1.0,,,https://x.com/MatthewsKa26974,https://x.com/MatthewsKa26974,"@KenyaPower_Care please restore back lights in amboseli,lavington",10-May,,,,,
J m kuria,@enezabusiness,,,,,,https://x.com/enezabusiness,https://x.com/enezabusiness,@KenyaPower the matter has NOT been attended to restore power!,10-May,,,,,
Isaac Mwema,@mwema_isaac,,,,1.0,,https://x.com/mwema_isaac,https://x.com/mwema_isaac,@KenyaPower_Care kindly restore power in our area. Check DM,10-May,,,,,
Ennui,@Ennui_254,,,,2.0,,https://x.com/Ennui_254,https://x.com/Ennui_254,@KenyaPower_Care could we Please have power restored along amboseli road Lavington vincentia prayer house area.  We can't  even  enjoy the tree planting  holiday in peace. This is the 3rd outage this week,10-May,,,,,
PDMLA,@DLTechnologiesK,,,,2.0,,https://x.com/DLTechnologiesK,https://x.com/DLTechnologiesK,What's taking you a week to restore power at Kinanie Dispensary area in Athi River?,10-May,,,,,
Kieni Githinji,@KieniGithinji,,,,1.0,,https://x.com/KieniGithinji,https://x.com/KieniGithinji,@KenyaPower_Care  without power in hurlingham for 36hrs. Our issue number is 11234051. Techs have been coming for the last 12 hours. Our neighbors has been restored and ours not. For your service level to be this level in the 21st century is an embarrassment to you and Kenya,10-May,,,,,
CriminALLY,@simply_wesh,,,1.0,2.0,,https://x.com/simply_wesh,https://x.com/simply_wesh,"@KenyaPower_Care I've done my part, now please stop holding me hostage and restore the power in my area.",10-May,,,,,
Mimi,@_gentle_spirit,,,,1.0,,https://x.com/_gentle_spirit,https://x.com/_gentle_spirit,@KenyaPower_Care y’all have done that thing since early morning… we will plant trees just restore power  we need to work kidogo,10-May,,,,,
Essie Kanyie,@Essiekanyi,,,,1.0,,https://x.com/Essiekanyi,https://x.com/Essiekanyi,"Or do we need to know someone to have power restored.

3 weeks of no lights and we now have to beg
@KenyaPower_Care",10-May,,,,,
Mimi,@_gentle_spirit,,,,1.0,,https://x.com/_gentle_spirit,https://x.com/_gentle_spirit,@KenyaPower_Care y’all have done that thing since early morning… we will plant trees just restore power  we need to work kidogo,10-May,,,,,
Essie Kanyie,@Essiekanyi,,,,1.0,,https://x.com/Essiekanyi,https://x.com/Essiekanyi,"Or do we need to know someone to have power restored.

3 weeks of no lights and we now have to beg
@KenyaPower_Care",10-May,,,,,
essy mwaniki,@mwanikiessy,,,,,,https://x.com/mwanikiessy,https://x.com/mwanikiessy,"@KenyaPower @KenyaPower_Care Ref 11231069, kindly assist to restore power,

We have been in darkness since Monday surely this is unfair 

One day you will come looking for this customers you treat unfairly you will not get them. This is so frustrating",10-May,,,,,
Njeri Karugu,@NjeriKarugu,,,,,,https://x.com/NjeriKarugu,https://x.com/NjeriKarugu,That rectification was not done well because once u restored last Friday we didn't have electricity. This week we've been in darkness still. You need to follow up,10-May,,,,,
essy mwaniki,@mwanikiessy,,,,,,https://x.com/mwanikiessy,https://x.com/mwanikiessy,"@KenyaPower @KenyaPower_Care Ref 11231069, kindly assist to restore power,

We have been in darkness since Monday surely this is unfair 

Good morning, apologies. We are following up with our regional office for assistance on the same.
Answered by: MI",10-May,,,,,
essy mwaniki,@mwanikiessy,,,,,,https://x.com/mwanikiessy,https://x.com/mwanikiessy,"@KenyaPower_Care Ref 11231069, kindly assist to restore power,

We have been in darkness since Monday surely this is unfair 

Good morning, apologies. We are following up with our regional office for assistance on the same.
Answered by: MI",10-May,,,,,
Njeri Karugu,@NjeriKarugu,,,,1.0,,https://x.com/NjeriKarugu,https://x.com/NjeriKarugu,"Restore electricity in our area
14245854915",10-May,,,,,
EN,@lutherf,,,,,,https://x.com/lutherf,https://x.com/lutherf,@KenyaPower_Care check DM. Restore power kindly.,10-May,,,,,
JM,@Jobmokaya,,,,1.0,,https://x.com/Jobmokaya,https://x.com/Jobmokaya,"@KenyaPower @KenyaPower_Care Mutitu in Kitui East has been without power for over 3 weeks now. You are deaf to our pleas. You have inconvenienced 2 hospitals, a police station, businesses, homes... Can you restore power and stop this suffering!",10-May,,,,,
moraa Ruby,@moraa,,,,,,https://x.com/moraa,https://x.com/moraa,Thank you restored,10-May,,,,,
Johnson Weru,@WeruJohnson,,,,1.0,,https://x.com/WeruJohnson,https://x.com/WeruJohnson,@KenyaPower_Care  we have no electricity since 6 AM on Kenyatta road near Bristar Girls Secondary School. Kindly restore power to account number 37171339338 and the surrounding areas.,10-May,,,,,
Lilian Mukuhi,@LilianMukuhi,,,,,,https://x.com/LilianMukuhi,https://x.com/LilianMukuhi,"Tokens delay for an hour

Acc no 92100502001

Can you kindly sort us out 

We are on darkness  and it’s a businesss",10-May,,,,,
Lilian Mukuhi,@LilianMukuhi,,,,,,https://x.com/LilianMukuhi,https://x.com/LilianMukuhi,"@KenyaPower tokens delay 

For an hour kindly sort me out 

92100502001",10-May,,,,,
Brenda,@TheRealWambo,,,,,,https://x.com/TheRealWambo,https://x.com/TheRealWambo,@KenyaPower_Care power outage AC no 22213933694 kindly restore,10-May,,,,,
Watherinjoroge,@watherinjoroge,,,,,,https://x.com/watherinjoroge,https://x.com/watherinjoroge,Please restore our power also at kingeero mwisho Mtr no 14251273224... being without two days now,10-May,,,,,
Peris,@Peris41240332,,,,,,https://x.com/Peris41240332,https://x.com/Peris41240332,We do not have power today. Account number 14106200026. We are kindly requesting that the power be restored early and not at the end of the day because of work.,10-May,,,,,
Frank Mash Mwangi,@FrankMashMwangi,,1.0,1.0,,,https://x.com/FrankMashMwangi,https://x.com/FrankMashMwangi,"Also restore the Transformer that serves your Customers in St. Linda's, Thome, Daraja retreat centre and Karura today being the 7th day of the outage! Better still, divide the load because of the increased power usage through increased household in the area.",10-May,,,,,
Doris Naitore,@DorisNaitore5,,,1.0,,,https://x.com/DorisNaitore5,https://x.com/DorisNaitore5,@KenyaPower_Care @StateHouseKenya @EnergyMinK   24hour blackout surely KPLC you don't have mercy on your customers and you do not  need money from us either what an entitled agency you are. That said restore power and stop sleeping on your jobs Kenyans are jobless and can work,10-May,,,,,
Doris Naitore,@DorisNaitore5,,,1.0,,,https://x.com/DorisNaitore5,https://x.com/DorisNaitore5,@KenyaPower_Care @StateHouseKenya @EnergyMinK   24hour blackout surely KPLC you don't have mercy on your customers and you do not  need money from us either what an entitled agency you are. That said restore power and stop sleeping on your jobs Kenyans are jobless and can work,10-May,,,,,
Eva Tiren,@eva_tiren,,,,,,https://x.com/eva_tiren,https://x.com/eva_tiren,@KenyaPower we are in total darkness for 2 days now - 6 houses @ Uhuru Gardens Phase 2. Please restore power,9-May,,,,,
_azani.g_,@AzaniGeoffery,,,,,,https://x.com/AzaniGeoffery,https://x.com/AzaniGeoffery,@KenyaPower_Care would you please restore back electricity in our area. Tuko gizani bana A/C no.54500185449,9-May,,,,,
Phyllis Macharia,@ShiroMach,,,,1.0,,https://x.com/ShiroMach,https://x.com/ShiroMach,@KenyaPower @KenyaPower_Care surely kplc since 12noon today without power on one line...what is with this line that is never resolved??? because its barely 2wks l reported of powers failure. Restore powe acc 54601672709,9-May,,,,,
Chero,@NandiBabe,,,,3.0,,https://x.com/NandiBabe,https://x.com/NandiBabe,@KenyaPower_Care please restore power to account 54604624772,9-May,,,,,
Paul Mus,@pmumba04,,,,3.0,,https://x.com/pmumba04,https://x.com/pmumba04,"@KenyaPower_Care we have literally gotten to begging to help restore power at our facility...#27037940. Reported severally, reference numbers resolved without any action. Personally visited regional station, no help.",9-May,,,,,
Esther Dindi,@Esther_Dindi47,,,,1.0,,https://x.com/Esther_Dindi47,https://x.com/Esther_Dindi47,@KenyaPower_Care Do your job and restore power! We are suffering!,9-May,,,,,
Makena Baariu,@Makena_Baariu_,,,2.0,1.0,,https://x.com/Makena_Baariu_,https://x.com/Makena_Baariu_,Kindly restore power at Bamburi Mtambo it's unfair to go for hours without electricity,9-May,,,,,
Sam Mukunya,@SamMukunya,,,,1.0,,https://x.com/SamMukunya,https://x.com/SamMukunya,"Please restore power to Tena estate. Partial houses have no power for 3 days now. Our Ref No 11236744
Meter number is 37267027029",9-May,,,,,
Emmanuella Njeri,@NjeriJesse2403,,,,,,https://x.com/NjeriJesse2403,https://x.com/NjeriJesse2403,Restored ....thanks,9-May,,,,,
Samuel Ndungu,@SamuelNDM,,,,3.0,,https://x.com/SamuelNDM,https://x.com/SamuelNDM,@KenyaPower_Care We've been having a blackout in Nkoroi from yesterday morning coz tree branches touched some lines. We have been following up the issue from yesterday morning but still power hasn't been restored. What's up?? My reference number is 11229893.,9-May,,,,,
@cariz,@cariz,,,,1.0,,https://x.com/Carizkariz,https://x.com/Carizkariz,@KenyaPower_Care kindly restore power at Tassia Kwa ndege embakasi. Since yesterday what's happening.Meter no 37169533454,9-May,,,,,
@SK KYENZE SPEAKS,@SK KYENZE SPEAKS,,,1.0,1.0,,https://x.com/sleekstan1,https://x.com/sleekstan1,You have not restored power yet.  As early as 5am we did not have power. The same happened yesterday,9-May,,,,,
Wangari Jane,@WangariJane7,,,,,,https://x.com/WangariJane7,https://x.com/WangariJane7,restore powe asap at uthiru kindly,9-May,,,,,
Mercy Chege,@MercyCh11338479,,,,,,https://x.com/MercyCh11338479,https://x.com/MercyCh11338479,"IT'S BEEN 3DAYS 
what do you want us to do so that you can restore power????I am tired of calling your numbers...... And why if i may ask ,are they always busy??? There has not been a day i called and found it free. RESTORE POWER 
WE ARE TIREDD",9-May,,,,,
K_M,@KateMuriithi,,,,2.0,,https://x.com/KateMuriithi,https://x.com/KateMuriithi,"@KenyaPower_Care We work from home,please restore power in Kirigiti  a/c 14104535308",9-May,,,,,
Naomi Ndiangui,@NdianguiNaomi,,1.0,,3.0,,https://x.com/NdianguiNaomi,https://x.com/NdianguiNaomi,"@KenyaPower_Care  No power as usual  ,day two and as you have been doing you restore it and just before you get back to your stations it is gone again.....can't you solve it once and for all ???",9-May,,,,,
Kenneth Mutisya,@KennethMutisya,,,,,,https://x.com/KennethMutisya,https://x.com/KennethMutisya,"@KenyaPower Ticket number 11223862 is still pending. I was called by the Machakos office - 0719079193 and to my suprise they said they have never received any complaint from anyone - over 100 homes affected in Kathekakai,Shiva area of no power. We just need power restored. Please",9-May,,,,,
Wangari Kieni,@KarewaKieni,,,,4.0,,https://x.com/KarewaKieni,https://x.com/KarewaKieni,Hi. Our power is yet to be restored more than 12hrs later,9-May,,,,,
Wangari Kieni,@KarewaKieni,,,,4.0,,https://x.com/KarewaKieni,https://x.com/KarewaKieni,Hi. Our power is yet to be restored more than 12hrs later,9-May,,,,,
Wangari Jane,@WangariJane7,,,,,,https://x.com/WangariJane7,https://x.com/WangariJane7,restore power at uthiru along  full gospel church and its the only line affected. my meter no is 10954505.the kplc substation staff at uthiru should be reshuffled bcoz this guys are a joke you have to complain for days before they act little do they know the damages we incurr,9-May,,,,,
Hezekielh,@HezekielHalela,,,,,,https://x.com/HezekielHalela,https://x.com/HezekielHalela,"12hrs without power at Es'saba secondary school area meter no. 061105586, Acc no. 37173002. Kindly restore the power",9-May,,,,,
Let's Talk Forex,@allan_kosgey,,,,2.0,,https://x.com/allan_kosgey,https://x.com/allan_kosgey,@KenyaPower_Care  Any plans to restore this cables and pole. Its been this way for two weeks. At Wangige,9-May,,,,,
nya_omollo,@jvomollo69,,,,2.0,,https://x.com/jvomollo69,https://x.com/jvomollo69,"Acc. No 37187148848 on Ngong road, Joseph Kangethe road, harlequins court, does not have lights . The last  power outage was fixed on may 6th and it's not there today night.  Please restore this power phase because others have reliable power",8-May,,,,,
James Mutinda,@jmutinda702,,,,2.0,,https://x.com/jmutinda702,https://x.com/jmutinda702,@KenyaPower_Care we had no power from 10 in the morning and we are still in blackout @ Buxton. Kindly check and restore. Landmark Buxton point.,8-May,,,,,
patrick wachira,@patrick64630889,,,,3.0,,https://x.com/patrick64630889,https://x.com/patrick64630889,Restore power at kahawa west estate Catholic mkasa.its over a week.,8-May,,,,,
Ayton Mee,@ayton_mee,,,,,,https://x.com/ayton_mee,https://x.com/ayton_mee,"@KenyaPower no lights around quickmart lavington area, check and restore around kikao, Bush, Leeds and others",8-May,,,,,
