Post,Vader_sentiment_label,Post Link
sbbsgbq confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
meter saika estate power since saturday morning estate te transformer removed food going bad im losing business spoke someone yesterday said itd sorted want sue anyone want join,negative,
talk power area samutet kericho county due transformer issues last week coming week wonder going monopoly big big problem,negative,
power outage past week samutet transformer explodedits still leaking upto nowno one attended locationkericho county ainamoi constituency kapsoit wardsamutet sublocation near samutet primary schoolsamutet dispensary,neutral,
power outage past week samuteta transformer explodedits still leaking upto nowno one attended locationkericho county ainamoi constituency kapsoit wardsamutet sublocation near samutet primary schoolsamutet dispensary,neutral,
regarding customers rural areas stima month ago due transformers require complete replacement humbly turn sirmadam mumias west ebuyenjere,neutral,
theres transformer always sparking always called guys response best lets wait real disaster act please,positive,
hello kplc kwany sisi watu wa transformer hatulipi ushuru ama every week atleast day blackout,neutral,
weve suffering weeks transformer picked people till today still darkness kwa chief account number whats happening,negative,
hello fredrick nyamote mutinda kisii nyanchwa place know nyansancha transformer working months please help us please,positive,
good afternoon dark since yesterday around pm transformer blew transformer fuel allover compound cars issue yet addressed metre number suffered weekly blackouts,neutral,
staff took away transformer wks ago name capacity low replacing date updates darkness insecurity started grow thika maraba near witwithie expect back,negative,
cant get permanent solution transformer,negative,
sbappnazo confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybi,negative,
sbbtp confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using,negative,
sbbtaemj confirmed ksh sent kplc prepaid account pm new mpesa balance transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
havent power since pm sunday night kplc emergency switch board reachable generators running course going foot bill use generator,negative,
bought units didnt get sbbtgv confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill,negative,
sbbrdme confirmed ksh sent kplc prepaid account pm new mpesa balance transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
tokens please sbbtsemk confirmed sent kplc prepaid account pm new mpesa balance transaction cost kshamount transact within day pay waterkplc bill convenien,positive,
sbbtsemk confirmed sent kplc prepaid account pm new mpesa balance transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app,negative,
hello mpesa pay bill working side alternative way buy tokens want watch afcon final please,positive,
sbbsonm confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app,negative,
kindly pleaseprepaid token bill hv received account amount another,positive,
